market_name,strategy_name,pricing_name,num_slots,total_num_trades,total_num_unmatched_orders,total_matched_volume,total_unmatched_buy,total_unmatched_sell,mean_trade_price,mean_clearing_price,season,strategy,total_grid_only_net_cost,total_strategy_external_net_cost,total_community_saving,avg_slot_saving,total_buyer_savings,total_seller_gains,total_social_benefit,max_abs_saving_gap_check,total_grid_only_import,total_grid_only_export,total_strategy_external_import,total_strategy_external_export,total_external_import_reduction,total_external_export_reduction,total_p2p_matched_volume,matched_volume_ratio,external_import_reduction_ratio,external_export_reduction_ratio,avg_trade_size
cda,static,midpoint,72,20,583,3.9842145237539204,2.200558131745966,811.6101244086043,0.1402460393820479,,,CDA+Midpoint+Static,-76.0393941889462,-76.44955488545142,0.4101606965052083,0.005696676340350116,0.25829025000690525,0.15187044649830378,0.41016069650520903,2.220446049250313e-16,6.184772655499886,815.5943389323584,2.2005581317459657,811.6101244086045,3.984214523753921,3.9842145237539297,3.984214523753921,0.6441974096187527,0.6441974096187527,0.004885044357921128,0.19921072618769603
cda,zip,midpoint,72,21,582,3.9842145237539204,2.200558131745966,811.6101244086043,0.13366610618459662,,,CDA+Midpoint+ZIP,-76.0393941889462,-76.44955488545142,0.41016069650520837,0.0056966763403501165,0.2833943462304759,0.1267663502747332,0.41016069650520903,2.220446049250313e-16,6.184772655499886,815.5943389323584,2.2005581317459657,811.6101244086045,3.984214523753921,3.9842145237539297,3.984214523753921,0.6441974096187527,0.6441974096187527,0.004885044357921128,0.1897245011311391
cda,aa,midpoint,72,21,582,3.9842145237539204,2.200558131745966,811.6101244086043,0.15738482836014528,,,CDA+Midpoint+AA,-76.0393941889462,-76.44955488545142,0.41016069650520826,0.005696676340350115,0.2173134829277737,0.19284721357743534,0.41016069650520903,2.220446049250313e-16,6.184772655499886,815.5943389323584,2.2005581317459657,811.6101244086045,3.984214523753921,3.98421452375393,3.984214523753921,0.6441974096187527,0.6441974096187527,0.004885044357921129,0.1897245011311391
