h_id,DateTime,import_energy,export_energy
MAC000311,2013-06-02 00:00:00,0.0,0.0
MAC000311,2013-06-02 01:00:00,0.0,0.0
MAC000311,2013-06-02 02:00:00,0.0,0.0
MAC000311,2013-06-02 03:00:00,0.0,0.0
MAC000311,2013-06-02 04:00:00,0.0,0.0
MAC000311,2013-06-02 05:00:00,0.0,0.0
MAC000311,2013-06-02 06:00:00,0.0,0.0
MAC000311,2013-06-02 07:00:00,0.0,0.0
MAC000311,2013-06-02 08:00:00,0.0,0.0
MAC000311,2013-06-02 09:00:00,0.0,0.0
MAC000311,2013-06-02 10:00:00,0.0,0.0
MAC000311,2013-06-02 11:00:00,0.0,0.0
MAC000311,2013-06-02 12:00:00,0.0,1.3078639247545598
MAC000311,2013-06-02 13:00:00,0.0,2.1321111046676635
MAC000311,2013-06-02 14:00:00,0.0,1.377515836402893
MAC000311,2013-06-02 15:00:00,0.0,1.8214323172251379
MAC000311,2013-06-02 16:00:00,0.0,0.8609062830848695
MAC000311,2013-06-02 17:00:00,0.0,0.5797406829490661
MAC000311,2013-06-02 18:00:00,0.0,0.0
MAC000311,2013-06-02 19:00:00,0.0,0.0
MAC000311,2013-06-02 20:00:00,0.0,0.0
MAC000311,2013-06-02 21:00:00,0.0,0.0
MAC000311,2013-06-02 22:00:00,0.0,0.0
MAC000311,2013-06-02 23:00:00,0.0,0.0
MAC000311,2013-06-03 00:00:00,0.0,0.0
MAC000311,2013-06-03 01:00:00,0.0,0.0
MAC000311,2013-06-03 02:00:00,0.0,0.0
MAC000311,2013-06-03 03:00:00,0.0,0.0
MAC000311,2013-06-03 04:00:00,0.0,0.0
MAC000311,2013-06-03 05:00:00,0.0,0.0
MAC000311,2013-06-03 06:00:00,0.0,0.0
MAC000311,2013-06-03 07:00:00,0.0,0.0
MAC000311,2013-06-03 08:00:00,0.0,0.0
MAC000311,2013-06-03 09:00:00,0.0,0.0
MAC000311,2013-06-03 10:00:00,0.0,0.0
MAC000311,2013-06-03 11:00:00,0.0,2.8886218371710797
MAC000311,2013-06-03 12:00:00,0.0,3.263536199786186
MAC000311,2013-06-03 13:00:00,0.0,2.372746099454562
MAC000311,2013-06-03 14:00:00,0.0,2.8292641645510996
MAC000311,2013-06-03 15:00:00,0.0,2.2853583737436933
MAC000311,2013-06-03 16:00:00,0.0,1.2251643554045357
MAC000311,2013-06-03 17:00:00,0.0,0.8390309221490224
MAC000311,2013-06-03 18:00:00,0.0,0.18294945833333331
MAC000311,2013-06-03 19:00:00,0.0,0.0
MAC000311,2013-06-03 20:00:00,0.0,0.0
MAC000311,2013-06-03 21:00:00,0.0,0.0
MAC000311,2013-06-03 22:00:00,0.0,0.0
MAC000311,2013-06-03 23:00:00,0.0,0.0
MAC000311,2013-06-04 00:00:00,0.0,0.0
MAC000311,2013-06-04 01:00:00,0.0,0.0
MAC000311,2013-06-04 02:00:00,0.0,0.0
MAC000311,2013-06-04 03:00:00,0.0,0.0
MAC000311,2013-06-04 04:00:00,0.0,0.0
MAC000311,2013-06-04 05:00:00,0.0,0.0
MAC000311,2013-06-04 06:00:00,0.0,0.0
MAC000311,2013-06-04 07:00:00,0.0,0.0
MAC000311,2013-06-04 08:00:00,0.0,0.0
MAC000311,2013-06-04 09:00:00,0.0,0.0
MAC000311,2013-06-04 10:00:00,0.0,1.3603966486121741
MAC000311,2013-06-04 11:00:00,0.0,3.125610349281947
MAC000311,2013-06-04 12:00:00,0.0,3.2007983988927204
MAC000311,2013-06-04 13:00:00,0.0,3.067925961510976
MAC000311,2013-06-04 14:00:00,0.0,2.5968488470961253
MAC000311,2013-06-04 15:00:00,0.0,2.201986583817164
MAC000311,2013-06-04 16:00:00,0.0,1.6994488762842814
MAC000311,2013-06-04 17:00:00,0.0,0.9301449104582467
MAC000311,2013-06-04 18:00:00,0.0,0.1769675345204671
MAC000311,2013-06-04 19:00:00,0.0,0.0
MAC000311,2013-06-04 20:00:00,0.0,0.0
MAC000311,2013-06-04 21:00:00,0.0,0.0
MAC000311,2013-06-04 22:00:00,0.0,0.0
MAC000311,2013-06-04 23:00:00,0.0,0.0
MAC000311,2013-06-05 00:00:00,0.0,0.0
MAC000311,2013-06-05 01:00:00,0.0,0.0
MAC000311,2013-06-05 02:00:00,0.0,0.0
MAC000311,2013-06-05 03:00:00,0.0,0.0
MAC000311,2013-06-05 04:00:00,0.0,0.0
MAC000311,2013-06-05 05:00:00,0.0,0.0
MAC000311,2013-06-05 06:00:00,0.0,0.0
MAC000311,2013-06-05 07:00:00,0.0,0.0
MAC000311,2013-06-05 08:00:00,0.0,0.0
